Epoch,Reward mean,Reward std
1,496.99861094269437,92.91058307736344
2,1225.1184720797912,553.3658083457453
3,919.6548330531302,169.55338073292052
4,4381.497153166628,3162.884164778548
5,9451.484795976545,2673.0613386405676
6,10191.099722883317,48.22195997893987
7,9480.697666731645,2330.48993709132
8,10390.143940140577,61.72263937919987
9,10502.966434151798,37.283932090839016
10,10424.916634130514,75.78282897564304
