Epoch,Reward mean,Reward std
1,-83.71845534771289,115.57861661326119
2,410.934193608598,678.5618017255593
3,3828.5256076825726,181.84651635124712
4,4115.864298690156,108.04391723806745
5,4085.224817557464,70.95271132709485
6,4110.2538300313245,65.164206394884
7,4080.453405087682,79.20266070836665
8,4101.132906124947,54.34006242947133
9,4134.581140411503,53.11942932194654
10,4158.281515632436,90.37411253920322
