Epoch,Reward mean,Reward std
1,3863.93611384139,330.22674561286277
2,4311.246376052723,468.36293610300663
3,4361.826339561219,918.3501187599471
4,4758.878458139465,100.48785047682225
5,4559.573585884353,596.4601693295006
6,4249.246950478895,1114.3998716212218
7,4593.662627906151,538.95109521877
8,4770.70802430396,144.05592176994367
9,4826.618490376355,94.76934237249748
10,4839.854822060508,71.63608331075476
