Epoch,Reward mean,Reward std
1,-11.61956377704721,5.168606823749181
2,-10.495171233049488,3.377600607652043
3,-9.27421577013333,3.7764846702704506
4,-7.637872788263361,4.815118370644133
5,-6.7010228392403945,2.9665538431587275
6,-5.347702299926913,2.512782503005629
7,-4.252520244891274,1.451348724181628
8,-4.721285057001373,2.608921311561559
9,-3.926386147205727,1.5948210839281867
10,-4.900326182069048,2.42953904082895
