Epoch,Reward mean,Reward std
1,298.4417597536161,107.07005072313537
2,2095.8387535814295,1401.9019143370879
3,5094.415711551596,3628.6128683610805
4,5888.954829630013,4478.473521401592
5,8007.083748276806,3766.6308252737786
6,10021.345977181478,963.4531703862118
7,10190.277512882205,453.60161650551316
8,8298.13389264313,3560.462146092971
9,9130.647992909608,2852.9184807411407
10,9882.066246613012,1194.703048848014
