Epoch,Reward mean,Reward std
1,276.52676099515986,6.879673674697883
2,275.03878085556306,0.999139631800345
3,565.3788207240732,10.263373755365967
4,1463.1829398342927,311.05002882446956
5,1319.177584443401,115.56510563386078
6,1256.5680849352875,359.30049657113517
7,2237.8014733331615,738.2519146976692
8,1865.223525737816,1242.3991406748341
9,1456.5463318325833,763.0677508279348
10,2036.3379996979177,1162.5042794564158
