Epoch,Reward mean,Reward std
1,577.4070871479619,353.84883492694894
2,3263.479294657265,236.76630320807826
3,3993.177878679563,170.41311874300084
4,4078.337267189857,85.98022480910548
5,4112.448469106094,80.30510599122832
6,4075.69377081548,70.99700192103022
7,4176.496788994555,66.38901303997689
8,4063.287123277228,87.74600304915333
9,4138.629396986651,90.8869408580002
10,4184.325131419221,93.37187311983708
