Epoch,Reward mean,Reward std
1,3301.086733863541,293.0175206584327
2,4381.624085355031,219.38172889502925
3,4528.6531550870095,134.92733122915914
4,4666.183083425626,101.10956513502721
5,4281.9950306278115,1117.8986698218127
6,4571.178884243408,356.7411222420637
7,4673.68345216902,49.83610992421199
8,4755.4316474391,87.18891263899799
9,4789.730907064518,79.40781396516574
10,4780.823141121207,117.32083158065534
