Epoch,Reward mean,Reward std
1,458.5215518432221,4.931785029788033
2,402.6889983418939,6.479779914488639
3,408.5866089019668,101.24344503856621
4,3475.875425105268,1092.0237230167656
5,4366.189715589324,2030.394366638553
6,5026.2642660375695,979.3397369159859
7,5362.512093331049,154.54682047515524
8,5500.702576956909,69.96080453895307
9,5211.547564891963,807.9856371008248
10,5509.4506693066,38.46605924127084
